"ID","BaseShift","SlopeShift","Residuals","BaseCurve","CH4"
"20-196_CPER1-C-2",165.4474,-7.5507,0.00134999999999996,0.514949999999999,-0.6236
"20-196_UNDE1-E-1",50.03415,-3.66045,-0.0213999999999999,0.913699999999992,-0.7541
"20-196_UNDE1-A-2",381.16315,-15.14845,0.00384999999999991,-1.56205000000001,-0.5481
"20-196_UNDE1-C-3",374.4404,-14.63745,-0.0381499999999999,-2.81830000000001,-0.68835
"20-196_UNDE1-B-3",619.6959,-24.03045,-0.0206499999999998,-4.81529999999999,-1.0606
"20-196_UNDE1-E-3",61.4749000000002,-3.73095,0.0571000000000002,2.07995,-0.51985
"20-196_UNDE1-B-1",757.98415,-30.2767,-0.0751499999999998,-6.4653,-1.73385
"20-196_UNDE1-B-4",416.63815,-17.35945,-0.0284,-2.1568,-1.16985
"20-196_UNDE1-D-1",137.2479,-6.81545,0.0338500000000002,1.88095,-0.7751
"20-196_UNDE1-C-5",408.52165,-15.23445,-0.04115,-4.28455,-0.5491
"20-196_UNDE1-D-3",11.9874,-3.9667,0.0443500000000001,4.71169999999999,-1.2871
"20-196_UNDE1-D-5",106.5844,-5.8017,0.0303500000000003,1.61319999999999,-0.77785
"20-196_UNDE1-A-1",206.86265,-8.02695,0.0301,-0.154800000000009,-0.3446
"20-196_UNDE1-D-2",61.6594,-4.40895,0.0238499999999999,2.73845,-0.64685
"20-196_UNDE1-D-4",3.78490000000011,-1.5577,0.0168500000000003,1.5427,-0.4916
"20-196_UNDE1-A-3",407.22565,-15.8817,-0.0181499999999999,-2.56330000000001,-0.8601
"20-196_UNDE1-E-5",78.6569000000002,-4.2192,0.00934999999999997,0.791700000000006,-0.6926
"20-196_UNDE1-B-5",552.0384,-21.7847,-0.0458999999999996,-3.6658,-1.1361
"20-196_UNDE1-B-2",687.0194,-28.7217,-0.00590000000000002,-2.6598,-2.1566
"20-196_NIWO1-A-4",263.2834,-37.8437,2.1761,20.7587,-10.1396
"20-196_WOOD1-C-2",141.0534,-7.6637,0.0366,2.2697,-0.8811
"20-196_CPER1-E-4",36.11375,-1.6276,0.2978,9.156975,0.013125
"20-196_CPER1-A-1",31.5598500000001,-0.7272,0.54065,18.51445,-0.1439
"20-196_WOOD1-D-1",45.6836166666667,-25.4812333333333,1.66643333333333,24.6564166666667,-8.20258333333333
"20-196_NIWO1-B-4",-2.02796666666662,-0.689066666666667,-0.130066666666667,-3.71983333333334,-0.1115
"20-196_CPER1-D-2",550.086783333333,-36.67465,0.8761,13.63325,-6.1005
"20-196_UNDE1-A-4",385.075533333333,-17.1269,-0.373233333333333,-16.0846666666667,-0.827416666666667
"20-196_CPER1-B-1",-6.49189999999999,-0.9812,-0.3831,-12.3783,-0.2714
"20-196_CPER1-E-2",127.6712,-5.25723333333333,0.0756000000000001,1.76966666666667,-0.00758333333333331
"20-196_WOOD1-A-2",639.172116666667,-26.8515666666667,0.11135,1.75933333333334,-1.73125
"20-196_WOOD1-E-4",0.787894444444495,-0.81015,-0.151705555555556,-5.49369444444444,-0.124777777777778
"20-196_WOOD1-A-1",498.547125,-19.6221,0.386925,11.3276,-0.880125
"20-196_NIWO1-2030-2",8.27303333333331,-0.457816666666667,0.142266666666667,4.65941666666666,0.0489166666666667
"20-196_NIWO1-010-1",-9.05513333333336,-0.122483333333333,-0.21965,-8.34383333333333,0.0576666666666667
"20-196_CPER1-3040-3",-10.0527166666667,-0.276816666666667,-0.271816666666667,-9.48116666666667,-0.140583333333333
"20-196_NIWO1-010-3",8.12212499999998,0.12965,0.194425,6.5981,0.06475
"20-196_CPER1-3040-2",15.0767500000001,-0.0572249999999999,0.373425,12.830725,0.1005
"20-196_NIWO1-010-2",15.03925,-0.197725,0.418175,13.7736,0.246625
"20-196_CPER1-deep-2",7.59199999999998,-0.286225,0.212675,7.117225,0.038125
"20-196_CPER1-1020-1",-7.47862499999997,-0.291558333333333,-0.162366666666667,-6.22031666666666,-0.0430833333333333
"20-196_CPER1-1020-2",4.48100000000011,-0.28935,0.13005,5.00985000000001,0.110875
"20-196_CPER-010-1",22.8731,-0.6442,0.6244,20.9712,0.2401
"20-196_NIWO1-E-2",0.742749999999987,0.404399999999999,-0.0211000000000001,0.3277,0.0852500000000003
"20-196_WOOD1-B-1",351.5085,-31.7971,3.3109,4.2492,-10.1525
"20-196_SCBI1-D-1",-13.5236499999999,-0.85475,-0.3575,-12.2148,-0.2863
"20-196_NIWO1-C-2",153.339525,-6.6047,0.0428249999999999,-2.6733,-0.48965
"20-196_WOOD1-D-5",197.9855,-19.5821,1.8629,4.3562,-6.0195
"20-196_SCBI1-B-4",434.5925,-16.3386,0.2424,-5.20780000000001,-1.1075
"20-196_NIWO1-C-4",3.53674999999998,-0.0341000000000022,-0.0586000000000002,-0.690049999999999,0.0585
"20-196_WOOD1-D-3",192.695,-20.3091,2.0784,3.9922,-6.879
"20-196_WOOD1-D-2",264.485,-27.0521,2.9524,4.9712,-9.0045
"20-196_WOOD1-B-4",232.8155,-37.8391,5.4204,12.2207,-14.829
"20-196_WOOD1-B-2",184.6615,-27.1946,3.5539,7.3262,-10.653
"20-196_WOOD1-D-4",115.71175,-16.28885,1.90315,5.1757,-6.32575
"20-196_NIWO1-C-3",90.0555,-3.8291,0.0311500000000002,-2.27205,-0.57475
"20-196_NIWO1-E-4",430.2105,-15.27185,0.03315,-8.3853,-0.72475
"20-196_NIWO1-C-5",69.094,-2.86085,-0.0481000000000003,-2.61805,-0.1685
"20-196_UNDE1-C-1",256.019666666667,-8.34076666666667,0.116066666666667,-3.5843,-0.494333333333333
"20-196_UNDE1-E-2",28.60275,-1.2981,0.1044,0.779449999999997,-0.34575
"20-196_CPER1-C-1",0.84975,0.126899999999999,0.0554000000000001,1.16895,-0.0157499999999997
"20-196_NIWO1-E-3",245.951,-15.3131,-0.3351,-13.2958,-0.248
"20-196_WOOD1-B-5",216.356,-33.6461,2.2794,-8.0903,-7.87
"20-196_CPER1-C-4",22.5415,-1.8276,0.0114000000000001,0.0792000000000002,-0.0625
"20-196_UNDE1-C-2",-4.53200000000001,-7.9361,-0.43385,-10.16405,0.37775
"20-196_CPER1-E-3",4.91225,-1.84185,-0.0621,-2.02255,0.0570000000000004
"20-196_CPER1-A-3",-0.209750000000014,-0.834350000000001,-0.00285000000000002,0.297200000000004,0.0750000000000002
"20-196_WOOD1-A-3",325.54325,-14.18185,-0.0463500000000003,-8.3778,-0.4765
"20-196_WOOD1-E-1",2.26875,-0.325600000000001,0.00489999999999968,-0.3078,0.00225000000000009
"20-196_NIWO1-E-1",161.743,-8.0736,-0.11435,-6.7558,-0.3205
"20-196_NIWO1-B-3",0.32674999999999,-1.5946,-0.03335,-1.0958,0.10025
"20-196_CPER1-B-3",7.45925,-1.20085,-0.0141,-0.714550000000003,-0.0249999999999999
"20-196_NIWO1-C-1",-1.7475,-3.4986,-0.2361,-4.7683,0.1175
"20-196_NIWO1-E-5",140.61125,-6.5316,-0.1491,-5.4718,0.0670000000000002
"20-196_WOOD1-C-5",0.253249999999994,-1.92935,-0.0923500000000002,-2.29805,-0.04975
"20-196_UNDE1-2030-2",-0.10244999999999,-0.0131000000000014,0.0393500000000002,1.01315,0.0852499999999999
"20-196_UNDE1-deep-1",0.0115499999999997,0.0241499999999988,0.0493500000000004,0.73415,-0.0790000000000002
"20-196_UNDE1-010-1",-0.0936999999999983,-0.00735000000000241,0.0528500000000003,0.940399999999997,0.00424999999999986
"20-196_UNDE1-010-3",11.68055,-0.417349999999999,0.0626000000000002,1.6324,0.0512499999999998
"20-196_UNDE1-1020-1",0.0302999999999969,-0.181850000000001,0.0511000000000004,0.980899999999998,0.0237499999999999
"20-196_UNDE1-1020-2",-0.0977000000000032,-0.206099999999999,0.0383500000000003,0.947899999999997,-0.00150000000000006
"20-196_SCBI-2030-1",0.0340499999999935,0.132150000000003,0.0771000000000002,1.3394,-0.0357500000000002
"20-196_SCBI1-010-3",-0.3142,-0.305350000000001,0.0371000000000001,0.8934,0.05175
"20-196_SCBI1-010-1",-0.42495000000001,-0.233350000000002,0.0298500000000002,0.101649999999999,-0.0325
"20-196_UNDE1-010-2",-0.255700000000004,-0.182600000000001,0.0441000000000003,0.92615,-0.0137500000000002
"20-196_SCBI1-A-5",-0.0131999999999977,-0.361599999999999,0.0448500000000003,0.714649999999999,-0.0355000000000001
"20-196_SCBI1-C-1",0.0193000000000012,-0.4756,0.0411000000000001,0.634650000000001,-0.0955000000000001
"20-196_SCBI1-A-3",0.205299999999994,-0.183349999999997,0.0503500000000003,0.777899999999995,-0.0805
"20-196_SCBI1-A-2",405.2053,-18.60985,0.57485,-3.67885,-2.50875
"20-196_SCBI1-D-2",2.6143,-0.740349999999999,0.0356000000000001,1.0374,-0.0492500000000002
"20-196_SCBI1-A-1",0.505299999999991,-0.5136,0.0406000000000004,0.268899999999995,-0.11425
"20-196_SCBI1-D-3",1.6463,-1.48985,0.1136,1.2939,-0.47125
"20-196_SCBI1-B-2",0.0102999999999867,-0.415099999999999,0.0441000000000003,1.14315,0.0125
"20-196_SCBI1-C-5",0.102050000000006,-0.53435,0.0183500000000003,0.225900000000003,-0.08575
"20-196_SCBI-3040-3",-0.329949999999997,-0.447099999999999,0.0308500000000005,0.861899999999999,0.0679999999999998
"20-196_SCBI1-1020-1",-0.362949999999998,-0.462350000000001,0.0353500000000002,0.261899999999997,-0.0960000000000001
"20-196_SCBI1-deep-1",-0.388950000000008,-0.407350000000001,0.0251000000000001,0.738899999999994,0.0554999999999999
"20-196_SCBI1-2030-2",-0.316199999999995,-0.44585,0.0446000000000004,0.978400000000001,0.0605
"20-196_SCBI1-B-5",496.0888,-19.14985,0.22635,-7.44985,-1.355
"20-196_SCBI1-C-4",0.293549999999996,-0.681850000000001,0.00835000000000052,0.8309,0.0237499999999999
"20-196_SCBI1-010-2",-0.140450000000001,-0.68835,0.0328500000000003,0.760899999999999,0.0345
"20-196_UNDE1-3040-1",-0.0297000000000054,-0.283100000000001,0.0436000000000001,1.36165,0.0734999999999999
"20-196_SCBI1-deep-3",-0.256199999999993,-0.358599999999999,0.0165999999999999,0.212150000000001,0.0407499999999998
"20-196_SCBI1-3040-2",-0.234033333333329,-0.272266666666667,0.0359333333333338,0.831899999999997,0.0858333333333332
"20-196_CPER1-deep-1",-0.411950000000004,-0.391349999999999,0.0316000000000001,0.2744,0.00524999999999998
"20-196_SCBI1-3040-1",-0.285450000000012,-0.219850000000001,0.03485,0.363399999999999,-0.0430000000000001
"20-196_SCBI1-1020-3",-0.326700000000002,-0.220849999999999,0.0401000000000002,0.8294,-0.032
"20-196_SCBI1-1020-2",-3.90205000000004,-0.165024999999999,-0.0831250000000001,-3.1478,-0.0513
"20-196_CPER1-D-1",23.4548,-14.5913,2.0325,6.6592,-6.4733
"20-196_CPER1-2030-2",0.0537999999999954,-0.291799999999999,-0.0335000000000001,-0.654800000000009,-0.0123
"20-196_UNDE1-deep-2",-0.621700000000004,-1.13905,-0.0562499999999999,-1.53005,0.00445000000000007
"20-196_UNDE1-3040-2",-0.0559500000000099,-0.0745499999999986,-0.0274999999999999,-0.559300000000007,0.0439499999999999
"20-196_NIWO1-1020-2",-0.803449999999998,-1.31905,-0.0952500000000001,-1.77955,0.0146999999999999
"20-196_NIWO1-3040-3",0.159049999999993,-0.0192999999999977,-0.0972499999999998,-1.4448,0.09295
"20-196_CPER1-010-3",0.0475500000000011,0.229949999999999,-0.00450000000000017,0.281949999999995,-0.00280000000000014
"20-196_CPER1-010-2",-0.487200000000001,-0.667550000000002,-0.0482499999999999,-1.0003,-0.0138
"20-196_CPER1-3040-1",-0.130700000000004,-0.230800000000002,-0.0380000000000003,-0.454300000000003,0.00544999999999995
"20-196_CPER1-deep-3",-0.606450000000009,-0.762050000000002,-0.0430000000000001,-0.416050000000006,0.0867
"20-196_NIWO1-2030-1",0.172799999999995,0.0126999999999988,-0.10525,-1.88455,-0.00305
"20-196_NIWO1-1020-1",-0.140200000000007,-0.364050000000002,-0.12975,-2.0163,0.0982
"20-196_UNDE1-2030-1",-0.115200000000016,-0.254050000000003,-0.0395000000000003,-0.496300000000005,0.0952
"20-196_CPER1-1020-3",-0.220950000000002,-0.47955,-0.0302500000000001,-0.143300000000004,0.0771999999999999
"20-196_SCBI1-2030-3",-0.0894500000000136,0.021449999999998,0.03775,0.497449999999994,-0.05105
"20-196_CPER1-2030-3",-0.31495000000001,-0.378550000000001,-0.0422500000000001,-0.743549999999999,0.0359499999999999
"20-196_NIWO1-3040-1",-0.506700000000009,-0.976050000000001,-0.15325,-2.7143,0.0894499999999999
"20-196_CPER1-2030-1",-3.20595000000002,-4.8498,-0.30475,-7.13555,0.07195
"20-196_NIWO1-2030-3",-0.0871999999999957,-0.652800000000003,-0.112,-1.3018,0.1632
"20-196_UNDE1-1020-3",0.0852999999999895,0.395700000000001,0.056,1.10794999999999,-0.0200500000000001
"20-196_UNDE1-2030-3",-1.16370000000001,-1.5993,-0.0510000000000002,-0.994050000000001,0.0479499999999999
"20-196_NIWO1-1020-3",0.208299999999994,-0.158049999999999,-0.0805000000000002,-1.47155,0.0306999999999999
"20-196_NIWO1-deep-3",-2.89989999999989,0.42475,-0.0825,-2.68755,-0.0128
"21-088_CLS114",-34.0238999999999,0.0745,-0.844,-30.1608,-0.1398
"21-088_CP3A14",-18.46515,0.18175,-0.46225,-16.64055,-0.09355
"21-088_WL2B14",-29.2184,0.331,-0.745,-26.66755,-0.2288
"21-088_LP1A14",-27.1584,0.143,-0.682,-24.1638,-0.1553
"21-088_NNBS14",-17.1594,0.10575,-0.434,-15.1113,-0.1103
"21-088_RPS214",3.67460000000005,0.38675,0.0562499999999999,2.3937,-0.0138
"21-088_ERBS14",-24.5673999999999,0.0975000000000001,-0.647,-22.7288,-0.3398
"21-088_CKSP14",-24.0138999999999,0.00950000000000006,-0.5565,-19.8433,0.0432
"21-088_WL4A14",-43.9824000000001,-0.0219999999999998,-1.096,-39.8538,-0.2658
"21-088_WL1A14",-6.77539999999999,0.4765,-0.1825,-6.10055,0.01995
"21-088_RPRW14",-26.1988999999999,0.0909999999999997,-0.633,-23.2588,-0.0648
"21-088_NBKS14",-17.52765,0.44625,-0.4165,-15.32955,0.03595
"21-088_LRPS14",-8.9864,0.3675,-0.24525,-8.40055000000001,-0.06655
"21-088_GCP108",-15.7026499999999,0.3045,-0.409,-14.2663,-0.1028
"21-088_KGSP14",-9.22489999999993,0.11325,-0.25125,-8.53155000000001,-0.11805
"21-088_KP1A14",-18.6124,0.339,-0.4755,-16.5083,-0.09655
"21-088_WLS514",-9.56664999999998,0.44925,-0.24125,-8.48455000000001,0.06345
"21-088_WP3B14",-26.0773999999999,0.00200000000000022,-0.64325,-23.08805,-0.0893
"21-088_CLS314",-15.7969000000001,0.2055,-0.39975,-14.3783,-0.10855
"21-088_SBKS14",-32.0103999999999,0.4265,-0.8145,-29.4753,-0.27005
"21-088_STSP14",-14.6843999999999,0.4755,-0.392,-13.78455,-0.14055
"21-088_RPS314",-19.1659,0.2875,-0.496,-17.2388,-0.1058
"21-088_WL3A14",-20.5181499999999,0.50675,-0.53425,-19.00655,-0.1573
"21-088_WLSE14",-21.0171499999999,0.19575,-0.544,-19.14355,-0.1593
"21-088_WLS614",-28.0148999999999,0.15075,-0.6965,-24.97955,-0.1103
"21-088_RPSP14",-40.1188999999999,0.0655000000000001,-1.002,-36.16205,-0.2068
"21-088_WL2A14",-19.1991499999999,0.2085,-0.48125,-16.9913,-0.05455
"21-088_CP1A14",-13.6086499999999,0.37975,-0.34975,-13.0348,-0.1323
"21-088_KP1C14",-21.8128999999999,0.29275,-0.54125,-19.37055,-0.0698
"21-088_LRPX14",-18.4646499999999,0.23925,-0.4305,-15.83805,0.04295
"21-088_WP1B14",4.02410000000009,0.843,0.0844999999999998,2.3032,0.0502
"21-088_WL4B14",-3.03514999999993,0.47675,-0.105,-3.50055,-0.09755
"21-088_BVNS14",-26.8009,0.0735000000000001,-0.65675,-23.3083,-0.06455
"21-088_DP1A10",-7.97364999999991,0.1185,-0.18625,-6.76455000000001,0.06495
"21-088_DP1B10",-0.156400000000076,0.27425,0.01125,0.0279499999999899,0.08745
"21-088_DCSC10",-3.15165000000002,0.38925,-0.10375,-3.04605000000001,-0.02855
"21-088_WL BC120 210318",-28.28315,-0.0367500000000001,-0.69975,-24.9443,-0.1378
"21-088_ST BC114 210317",-9.04939999999988,0.38175,-0.25275,-8.8678,-0.10205
"21-088_WL BC115 210318",-24.8994,0.06575,-0.619,-21.4168,0.00645000000000001
"21-088_SP BC119 210318",-20.03415,0.12825,-0.508,-17.9993,-0.17805
"21-088_WL BC116 210318",-29.0563999999999,0.0805000000000002,-0.71175,-25.97855,-0.1788
"21-088_WL BC117 210318",-18.4213999999999,-0.0917499999999998,-0.4385,-16.16605,-0.08855
"20-202_CPER2-2030-3",1.19754999999999,-0.252000000000002,-0.0198,-0.498100000000001,-0.0877000000000003
"20-202_CPER2-010-2",0.445299999999989,-0.0390000000000015,-0.00255000000000027,0.217149999999997,0.0100500000000001
"20-202_CPER2-A-5",19.45455,-1.04075,-0.0120500000000003,-1.24285,-0.0957000000000003
"20-202_CPER2-E-5",26.8078,-1.59675,-0.00430000000000019,0.0186500000000009,0.0493000000000001
"20-202_CPER2-D-1",216.2788,-11.91675,0.5222,-0.428100000000001,-2.25145
"20-202_CPER2-E-2",27.0568,-1.2275,0.0217000000000001,-0.179099999999998,-0.0557000000000003
"20-202_CPER2-D-3",15.17855,-6.164,0.606949999999999,3.05265,-2.6472
"20-202_CPER2-C-4",124.78305,-4.82275,0.00795000000000012,-2.6701,-0.22395
"20-202_CPER2-C-1",7.85845000000004,-0.595125,0.0120249999999997,0.404249999999998,0.0565249999999999
"20-202_CPER2-010-3",0.431799999999981,-0.385750000000002,0.00219999999999976,0.299150000000004,-0.0442
"20-202_CPER2-D-2",606.0558,-48.0655,4.6207,3.1754,-13.4442
"20-202_CPER2-C-3",232.7188,-9.0475,0.0537000000000001,-4.2006,-0.4417
"20-202_CPER2-2030-1",1.62379999999999,-0.2805,-0.0108000000000001,-0.260599999999997,-0.0347
"20-202_CPER2-E-4",18.44005,-1.08625,0.00794999999999968,-0.505849999999995,-0.13245
"20-202_CPER2-A-1",20.0793,-1.43025,0.0111999999999997,-0.32235,-0.0854500000000002
"20-202_CPER2-B-3",57.2920999999999,-2.90325,0.0240999999999998,0.478849999999994,-0.067
"20-202_CPER2-B-1",80.0771,-3.61825,0.0290999999999997,0.158850000000001,0.0145
"20-202_CPER2-B-4",45.0246,-2.29875,0.0506000000000002,1.40309999999999,0.15675
"20-202_CPER2-A-4",6.98544999999998,-0.982375,-0.00747500000000012,0.149500000000003,0.0999
"20-202_CPER2-E-1",63.21435,-2.70825,0.0335999999999999,1.5081,-0.00374999999999998
"20-202_CPER2-D-5",1.97194999999989,-0.707750000000001,0.0428999999999999,1.325,-0.182725
"20-202_CPER2-1020-3",0.317299999999989,-0.044000000000004,0.0219499999999999,0.535900000000005,-0.0519500000000002
"20-202_CPER2-A-3",8.35605,-0.524250000000002,0.01295,0.403399999999998,-0.0382000000000002
"20-202_CPER2-B-5",10.52955,-0.79025,0.00894999999999957,0.410400000000003,-0.0424500000000001
"20-202_CPER2-3040-2",0.0832999999999942,-0.154000000000003,-0.00405000000000033,0.0944000000000003,-0.00795000000000012
"20-202_CPER2-C-5",41.46205,-1.66975,-0.0145500000000003,-1.12735,-0.0371999999999999
"20-202_CPER2-1020-1",0.458549999999988,0.0177499999999995,-0.0160500000000003,-0.595849999999999,-0.0384500000000001
"20-202_CPER2-3040-1",-0.131700000000009,-0.40025,-0.03105,-0.0870999999999995,0.0825499999999999
"20-202_CPER2-deep-2",-0.511950000000013,-0.714000000000002,-0.0588000000000002,-0.951099999999997,0.0990500000000001
"20-202_CPER2-B-2",11.0888,-0.212500000000002,0.00294999999999979,-0.448599999999999,-0.10495
"20-202_CPER2-1020-2",0.280049999999989,-0.158000000000001,-0.00229999999999997,0.162150000000004,0.04305
"20-202_CPER2-010-1",0.233549999999994,0.16375,0.0136999999999996,0.262650000000001,-0.0531999999999999
"20-202_CPER2-2030-2",-2.67190000000005,0.0292499999999998,0.0303499999999999,1.02185,0.165
"20-202_CPER2-A-2",20.5631000000001,-1.30875,0.0181,0.353099999999998,0.028
"20-202_CPER2-C-2",-5.94630000000003,-0.62925,-0.1201,-3.4405,0.1044
"20-202_CPER2-D-4",17.08355,-8.12375,0.9522,3.4234,-3.75045
"20-202_CPER2-E-3",42.42005,-1.91125,0.00244999999999962,-0.800350000000002,-0.0952000000000002
"20-203_HARV1-D-3",0.91495000000009,0.0364,-0.00285000000000002,-0.453549999999993,-0.1999
"20-203_HARV1-E-5",222.73795,-16.83735,0.2154,6.31245,-3.1564
"20-203_HARV1-A-5",1296.1787,-48.2886,-0.07985,-12.2978,-1.59765
"20-203_HARV1-B-3",13.4259500000001,-2.1221,0.00565000000000015,2.23895,-0.70315
"20-203_HARV1-deep-1",3.44970000000012,-0.0865999999999998,0.0426500000000001,1.62145,-0.00689999999999996
"20-203_HARV1-010-3",0.0617000000002008,-0.21735,-0.0593499999999998,-1.20005,-0.1559
"20-203_HARV1-2030-2",1.71895000000018,-0.01335,0.0139,0.510199999999998,-0.0319
"20-203_HARV1-2030-3",0.36095000000023,0.0499000000000001,0.0149000000000004,0.155950000000004,-0.000399999999999956
"20-203_HARV1-3040-1",0.676950000000033,0.0314000000000001,-0.0105999999999997,-0.326549999999997,-0.1084
"20-203_HARV1-D-1",4.47344999999996,-1.49785,-9.99999999997669e-05,1.00895,-0.4044
"20-203_HARV1-010-1",-0.426549999999907,-0.0550999999999999,-0.00859999999999994,-0.724050000000005,-0.0741499999999999
"20-203_HARV1-3040-2",0.801200000000108,0.0719000000000003,0.0519000000000003,1.19895,0.1206
"20-203_HARV1-A-2",767.35745,-29.8956,-0.0901000000000001,-6.47955,-1.3814
"20-203_HARV1-E-2",649.96795,-28.88035,-0.0181,-2.84780000000001,-2.49315
"20-203_HARV1-E-4",880.52795,-35.21835,-0.0938500000000002,-7.34705000000001,-2.06865
"20-203_HARV1-B-2",23.1192000000001,-6.8061,0.0406500000000003,3.7317,-2.27765
"20-203_HARV1-B-5",1022.9812,-50.3801,0.3964,-0.816299999999998,-5.8014
"20-203_HARV1-C-2",68.09095,-10.60785,0.0849000000000002,3.5972,-2.9274
"20-203_HARV1-D-2",6.21595000000002,-2.42985,0.000900000000000123,1.90770000000001,-0.8429
"20-203_HARV1-1020-2",-1.08029999999985,0.00390000000000024,-0.0538500000000002,-1.88554999999999,-0.05815
"20-203_HARV1-E-3",3.40120000000024,-1.5136,-0.02135,0.449950000000001,-0.63565
"20-203_HARV1-1020-1",1.3887000000002,0.1099,0.00615000000000032,-0.194299999999998,-0.0913999999999999
"20-203_HARV1-B-4",669.7292,-25.97835,-0.0181,-5.27930000000001,-1.10715
"20-203_HARV1-1020-3",-3.39930000000004,-0.17985,-0.16585,-6.6033,-0.0973999999999999
"20-203_HARV1-E-1",642.27145,-28.2016,-0.0163500000000001,-2.93105000000001,-2.42465
"20-203_HARV1-A-4",1068.2217,-39.95635,-0.1231,-11.98305,-1.5124
"20-203_HARV1-A-3",1366.2647,-50.98885,-0.1131,-13.56655,-1.73165
"20-203_HARV1-A-1",1233.29545,-46.1391,-0.1221,-13.95455,-1.67565
"20-203_HARV1-deep-3",9.09595000000013,-0.3861,-0.000350000000000072,-0.481300000000005,-0.0364
"20-203_HARV1-deep-2",1.70995000000016,0.12565,-0.0301,-1.29155,-0.12915
"20-203_HARV1-2030-1",-7.02529999999979,-0.0865999999999998,-0.18035,-6.89555,-0.00989999999999996
"20-203_HARV1-3040-3",-0.823799999999892,0.0161500000000001,-0.0418499999999997,-1.8253,-0.0244
"20-203_HARV1-C-5",20.3497000000002,-12.0676,0.3109,8.3767,-3.8999
"20-203_HARV1-D-5",68.6707000000001,-4.5296,-0.0430999999999999,0.0331999999999937,-0.8439
"20-203_HARV1-C-1",17.7937000000002,-7.1671,0.0404,3.84345,-2.42665
